"İllere göre kaba ölüm hızı, 2009-2023",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Kırıkkale,6.251796364960663,5.869258324498952,6.50062812817803,6.23591325750065,6.101367893189657,6.922583600549703,6.465162931341817,6.675725711575818,6.857865439986493,6.488004797019904,6.79050382799731,8.295948159225237,9.097284696694077,8.072128372880252,7.562323424367881
Batman,3.336674752494373,3.2652316310883376,3.131345444423934,3.094349317656304,3.00059346303243,3.022148548554345,2.914004835326705,3.104416841854885,2.8653763581496725,2.867383512544803,3.094980633601653,3.8635015464584432,3.877756805126275,3.028212022430025,2.953898584375702
Şırnak,3.5081556476536884,3.204990395487448,3.182052592821127,2.9060119202706223,2.7891071991441647,2.868636961858329,2.9944339478118773,3.437470481697626,2.7294169138744344,2.6746451812587964,2.4615559804707705,3.2116112676214685,2.873608268909237,2.3673376236422223,2.332609562635707
Bartın ,7.420743304879125,7.097156618563716,7.732322976464408,8.218733282409834,7.712375024829504,7.782450653028446,7.950267420477594,8.118048431598263,8.430794422306628,8.186949788066514,7.904382149186401,8.176664283484548,9.84801217899124,9.420780028736344,8.836086694967474
Ardahan,6.633062778173503,7.012353538710719,7.035869784743717,6.305523638707507,7.000119374477737,7.397183569018277,7.167348081209952,7.965587044534412,7.429732232859679,7.703963714841101,6.737129636235768,8.497002274136863,8.194962662159263,7.982370486572436,7.620075553157043
Iğdır,4.174024723069513,4.272853787944681,4.1363605920567945,4.007741268661046,3.891469489251194,3.890399498012968,4.088522228088563,3.982140075800841,3.9013314067499225,3.977248101246459,3.965754425570298,4.197067542344968,4.563963478402761,4.213859516709157,3.9242062071167965
Yalova,6.260892177135242,6.163358538122242,6.254326355916505,6.081265209139109,5.6769640744488,6.479549342193644,6.33265364301678,6.640346848573969,6.658983744126217,6.586981460237575,5.907616136231503,6.643194290582166,8.055712801846747,7.375701049147504,6.594433991612226
Karabük,7.382500942936258,7.194502593158723,7.528982559049309,7.471795321361378,6.855571853946895,6.993309993413984,7.140554033537542,7.301935012778387,7.173377156943302,7.172054168096542,7.065856684767722,7.986636102033849,9.34467570566909,8.465228535240204,7.719298245614035
Kilis ,6.203336144305724,5.8555123777213245,5.904995011854419,5.772353801874809,6.1287593018750055,6.030299144801004,5.781772768621162,6.057824690224874,5.734734824663853,5.450763824141146,5.9853138781395705,6.568938804411074,7.172109847618653,5.9371223339971735,5.390995651571439
Osmaniye,4.3352539433726145,4.456244578218238,4.526331722266111,4.253743253141714,4.31432849434375,4.309059165549797,4.766201161148596,4.766928683500669,4.827130990695296,4.554959379139642,4.7839399761828,5.604631592500793,6.801214269114571,5.643567115569072,6.808877860046496
Düzce,5.797214986584148,5.59892120520863,5.876525353723318,6.107699389665703,5.478494330961802,5.940106752204204,6.372069050768434,6.3413519368218525,6.077694486892047,6.119244265494726,6.115306214022896,6.717057289187594,7.805135221645505,6.78073754476763,6.377945413229021
Kaynak: Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü,2009,29.81230326214188,29.9454853538127,29.86651843783098,29.76497986488249,29.9922938926152,30.130820768519637,30.264478234264647,30.26624064475639,30.186871438879155,30.240971729820266,10.751777628998838,10.02229799082125,10.031710665476211,(‰)
               Sağlık Bakanlığı,2009,29.81230326214188,29.9454853538127,29.86651843783098,29.76497986488249,29.9922938926152,30.130820768519637,30.264478234264647,30.26624064475639,30.186871438879155,30.240971729820266,10.751777628998838,10.02229799082125,10.031710665476211,(‰)
Source: General Directorate of Civil Registration and Citizenship Affairs,2009,29.81230326214188,29.9454853538127,29.86651843783098,29.76497986488249,29.9922938926152,30.130820768519637,30.264478234264647,30.26624064475639,30.186871438879155,30.240971729820266,10.751777628998838,10.02229799082125,10.031710665476211,(‰)
              Ministry of Health,2009,29.81230326214188,29.9454853538127,29.86651843783098,29.76497986488249,29.9922938926152,30.130820768519637,30.264478234264647,30.26624064475639,30.186871438879155,30.240971729820266,10.751777628998838,10.02229799082125,10.031710665476211,(‰)
(r) Ölüm verileri güncel idari kayıtlarla revize edilmiştir.,2009,29.81230326214188,29.9454853538127,29.86651843783098,29.76497986488249,29.9922938926152,30.130820768519637,30.264478234264647,30.26624064475639,30.186871438879155,30.240971729820266,10.751777628998838,10.02229799082125,10.031710665476211,(‰)
(r) Death data were revised with updated administrative records.,2009,29.81230326214188,29.9454853538127,29.86651843783098,29.76497986488249,29.9922938926152,30.130820768519637,30.264478234264647,30.26624064475639,30.186871438879155,30.240971729820266,10.751777628998838,10.02229799082125,10.031710665476211,(‰)
